,OBJECTID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,MONTH
210537,210538,GALN 12,1993,1993-06-05,156,2051.0,1,Lightning,2449146.5,159.0,1556.0,15.0,C,64.9661,-156.6858,4,FWS,AK,,,,6
210538,210539,331284,1993,1993-06-05,156,2125.0,1,Lightning,2449144.5,157.0,1400.0,1.0,B,65.3661,-152.8359,7,STATE,AK,,,,6
210539,210540,DCK S 47,1993,1993-06-05,156,2211.0,1,Lightning,2449152.5,165.0,1710.0,40.0,C,66.1828,-156.536,1,BLM,AK,,,,6
210540,210541,GAL SW 30,1993,1993-06-05,156,2328.0,1,Lightning,2449144.5,157.0,2200.0,10.0,C,64.416,-157.5858,4,FWS,AK,,,,6
210541,210542,TAL S 54,1993,1993-06-06,157,802.0,1,Lightning,2449154.5,167.0,1525.0,1190.0,F,64.2995,-151.7191,1,BLM,AK,,,,6
210542,210543,TAL S 59,1993,1993-06-06,157,802.0,1,Lightning,2449150.5,163.0,1425.0,40.0,C,64.2328,-151.669,1,BLM,AK,,,,6
210543,210544,331293,1993,1993-06-06,157,1030.0,1,Lightning,2449150.5,163.0,1530.0,0.1,A,64.4828,-151.8357,7,STATE,AK,,,,6
210544,210545,MHM SE 45,1993,1993-06-06,157,1100.0,1,Lightning,2449146.5,159.0,1100.0,10.0,C,63.3161,-151.4523,3,NPS,AK,,,,6
210545,210546,331290,1993,1993-06-06,157,1145.0,1,Lightning,2449145.5,158.0,1000.0,0.5,B,64.2994,-156.3024,7,STATE,AK,,,,6
210546,210547,3322292,1993,1993-06-06,157,1350.0,1,Lightning,2449238.5,251.0,1400.0,47494.0,G,66.1164,-142.8692,4,FWS,AK,,,,6
210547,210548,304294,1993,1993-06-06,157,1515.0,1,Lightning,2449146.5,159.0,1800.0,240.0,D,60.6326,-160.6523,4,FWS,AK,,,,6
210548,210549,304295,1993,1993-06-06,157,1515.0,1,Lightning,2449145.5,158.0,900.0,110.0,D,60.7159,-161.019,4,FWS,AK,,,,6
210549,210550,FYUSE61,1993,1993-06-06,157,2006.0,1,Lightning,2449151.5,164.0,1715.0,0.1,A,66.183,-142.9692,4,FWS,AK,,,,6
210552,210553,MHM NE 22,1993,1993-06-08,159,1737.0,1,Lightning,2449177.5,190.0,1300.0,843.2,E,64.1995,-151.819,1,BLM,AK,,,,6
210554,210555,303311,1993,1993-06-09,160,1502.0,1,Lightning,2449147.5,160.0,1803.0,1.0,B,61.0994,-151.2856,1,BLM,AK,,,,6
210555,210556,MHM NW 50,1993,1993-06-10,161,1015.0,1,Lightning,2449150.5,163.0,1515.0,3.0,B,64.0828,-154.1024,4,FWS,AK,,,,6
210556,210557,332319,1993,1993-06-10,161,1528.0,1,Lightning,2449148.5,161.0,2359.0,3.0,B,66.1328,-154.286,1,BLM,AK,,,,6
210557,210558,GAL NE 47,1993,1993-06-10,161,1600.0,1,Lightning,2449149.5,162.0,1608.0,7.0,B,65.3161,-155.6192,4,FWS,AK,,,,6
210558,210559,MHM SE 43,1993,1993-06-11,162,1145.0,1,Lightning,2449169.5,182.0,1900.0,110.0,D,63.7328,-150.8023,3,NPS,AK,,,,6
210560,210561,332326,1993,1993-06-11,162,1505.0,1,Lightning,2449150.5,163.0,1000.0,0.3,B,64.833,-141.569,1,BLM,AK,,,,6
210561,210562,MHM SE 16,1993,1993-06-13,164,2138.0,1,Lightning,2449217.5,230.0,1710.0,2200.0,F,63.5995,-152.1023,3,NPS,AK,,,,6
210562,210563,FYUS33,1993,1993-06-14,165,1334.0,1,Lightning,2449155.5,168.0,1200.0,3.0,B,66.0163,-145.2859,4,FWS,AK,,,,6
210564,210565,331352,1993,1993-06-14,165,2023.0,1,Lightning,2449154.5,167.0,1100.0,8.0,B,64.2995,-150.369,7,STATE,AK,,,,6
210565,210566,CEMSE34,1993,1993-06-15,166,1411.0,1,Lightning,2449240.5,253.0,1400.0,21210.0,G,65.2663,-143.6357,3,NPS,AK,,,,6
210567,210568,CEM SE 43,1993,1993-06-16,167,1328.0,1,Lightning,2449167.5,180.0,1415.0,70.0,C,65.2163,-143.5024,3,NPS,AK,,,,6
210568,210569,FYUW102,1993,1993-06-16,167,1609.0,1,Lightning,2449163.5,176.0,1240.0,460.0,E,66.5496,-149.436,4,FWS,AK,,,,6
210569,210570,313370,1993,1993-06-16,167,1650.0,1,Lightning,2449155.5,168.0,1600.0,0.1,A,63.8997,-143.0856,1,BLM,AK,,,,6
210570,210571,VEE N 30,1993,1993-06-16,167,1656.0,1,Lightning,2449154.5,167.0,1930.0,0.3,B,67.5163,-145.9694,1,BLM,AK,,,,6
210571,210572,CEME 42,1993,1993-06-16,167,1944.0,1,Lightning,2449239.5,252.0,1544.0,695.0,E,65.4497,-143.1691,3,NPS,AK,,,,6
210572,210573,CEME40,1993,1993-06-16,167,1945.0,1,Lightning,2449163.5,176.0,1425.0,50.0,C,65.4663,-143.2524,1,BLM,AK,,,,6
210573,210574,BTT NE 52,1993,1993-06-16,167,2035.0,1,Lightning,2449155.5,168.0,1710.0,10.0,C,67.2996,-149.5027,1,BLM,AK,,,,6
210574,210575,BTT NE 51,1993,1993-06-16,167,2035.0,1,Lightning,2449158.5,171.0,1231.0,250.0,D,67.2996,-149.5361,1,BLM,AK,,,,6
210576,210577,332378,1993,1993-06-17,168,1745.0,1,Lightning,2449158.5,171.0,1721.0,50.0,C,66.2828,-155.1693,1,BLM,AK,,,,6
210577,210578,BTT SE 23,1993,1993-06-17,168,1747.0,1,Lightning,2449155.5,168.0,2200.0,1.0,B,66.6329,-150.9693,1,BLM,AK,,,,6
210578,210579,GAL N 84,1993,1993-06-17,168,1957.0,1,Lightning,2449156.5,169.0,1400.0,0.5,B,66.0494,-156.5193,4,FWS,AK,,,,6
210579,210580,BTT NE 27,1993,1993-06-19,170,1710.0,1,Lightning,2449158.5,171.0,200.0,3.0,B,67.0496,-150.1694,1,BLM,AK,,,,6
210580,210581,TAL W 33,1993,1993-06-19,170,1832.0,1,Lightning,2449173.5,186.0,1503.0,850.0,E,65.1828,-153.3692,1,BLM,AK,,,,6
210581,210582,303389,1993,1993-06-20,171,1530.0,1,Lightning,2449158.5,171.0,1857.0,0.3,B,61.0828,-151.3189,1,BLM,AK,,,,6
210582,210583,331394,1993,1993-06-21,172,1751.0,1,Lightning,2449160.5,173.0,1100.0,8.5,B,64.2827,-156.9025,7,STATE,AK,,,,6
210583,210584,304395,1993,1993-06-21,172,1820.0,1,Lightning,2449168.5,181.0,1405.0,15.0,C,62.4327,-154.4356,1,BLM,AK,,,,6
210585,210586,UNK N 35,1993,1993-06-22,173,1610.0,1,Lightning,2449161.5,174.0,100.0,10.0,C,64.4326,-160.7692,1,BLM,AK,,,,6
210586,210587,UNK ENE 30,1993,1993-06-22,173,1618.0,1,Lightning,2449177.5,190.0,1530.0,15.0,C,64.0326,-159.7191,1,BLM,AK,,,,6
210587,210588,304400,1993,1993-06-22,173,1640.0,1,Lightning,2449163.5,176.0,1800.0,1.5,B,62.2826,-158.8024,1,BLM,AK,,,,6
210588,210589,331402,1993,1993-06-22,173,1745.0,1,Lightning,2449162.5,175.0,1700.0,35.0,C,65.0829,-148.9025,7,STATE,AK,,,,6
210589,210590,EAAN 40,1993,1993-06-22,173,1900.0,1,Lightning,2449183.5,196.0,1650.0,0.1,A,65.3664,-141.4857,1,BLM,AK,,,,6
210590,210591,KKA NE 12,1993,1993-06-22,173,1922.0,1,Lightning,2449160.5,173.0,2200.0,6.1,B,65.116,-160.9359,6,OTHER FEDERAL,AK,,,,6
210591,210592,332407,1993,1993-06-23,174,1426.0,1,Lightning,2449238.5,251.0,1400.0,195.0,D,66.6996,-147.0526,4,FWS,AK,,,,6
210592,210593,332408,1993,1993-06-23,174,1737.0,1,Lightning,2449162.5,175.0,100.0,0.3,B,66.2996,-147.7526,1,BLM,AK,,,,6
210593,210594,CEMESE 35,1993,1993-06-23,174,2318.0,1,Lightning,2449240.5,253.0,1400.0,117.0,D,65.4663,-143.3524,3,NPS,AK,,,,6
210594,210595,332412,1993,1993-06-24,175,1627.0,1,Lightning,2449164.5,177.0,900.0,3.5,B,64.3494,-157.6525,4,FWS,AK,,,,6
210596,210597,332430,1993,1993-06-28,179,1252.0,1,Lightning,2449168.5,181.0,2200.0,12.0,C,64.2997,-141.3856,1,BLM,AK,,,,6
210597,210598,EAAS 24,1993,1993-06-29,180,1222.0,1,Lightning,2449168.5,181.0,2200.0,7.0,B,64.3997,-141.169,1,BLM,AK,,,,6
210599,210600,332435,1993,1993-06-29,180,1624.0,1,Lightning,2449168.5,181.0,2200.0,2.0,B,64.4662,-148.0191,6,OTHER FEDERAL,AK,,,,6
210602,210603,BTT SE 40,1993,1993-06-30,181,838.0,1,Lightning,2449168.5,181.0,1100.0,3.0,B,66.3995,-150.4526,1,BLM,AK,,,,6
210607,210608,331445,1993,1993-06-30,181,1455.0,1,Lightning,2449168.5,181.0,1522.0,0.5,B,66.9662,-150.3527,1,BLM,AK,,,,6
210608,210609,EAA NW 45,1993,1993-06-30,181,1545.0,1,Lightning,2449180.5,193.0,1700.0,6.0,B,65.3497,-142.2357,3,NPS,AK,,,,6
210610,210611,TAL W 08,1993,1993-06-30,181,1707.0,1,Lightning,2449169.5,182.0,2100.0,1.1,B,65.1995,-152.3525,6,OTHER FEDERAL,AK,,,,6
210611,210612,TAL N 25,1993,1993-06-30,181,1707.0,1,Lightning,2449217.5,230.0,1239.0,26200.0,G,65.5662,-151.8859,1,BLM,AK,,,,6
210612,210613,TAL W 07,1993,1993-06-30,181,1707.0,1,Lightning,2449168.5,181.0,2359.0,0.1,A,65.1995,-152.3025,6,OTHER FEDERAL,AK,,,,6
210613,210614,BTT SE 23,1993,1993-06-30,181,1717.0,1,Lightning,2449170.5,183.0,1100.0,5.0,B,66.6328,-152.2693,6,OTHER FEDERAL,AK,,,,6
210615,210616,FYUW 38,1993,1993-06-30,181,1929.0,1,Lightning,2449169.5,182.0,200.0,0.1,A,66.5496,-146.8693,1,BLM,AK,,,,6
210617,210618,CEMWNW 93,1993,1993-06-30,181,2100.0,1,Lightning,2449226.5,239.0,1400.0,2037.0,F,65.8829,-148.4859,4,FWS,AK,,,,6
210618,210619,331456,1993,1993-06-30,181,2157.0,1,Lightning,2449169.5,182.0,300.0,0.1,A,65.5997,-144.2691,7,STATE,AK,,,,6
210621,210622,DCK S 17,1993,1993-07-01,182,1750.0,1,Lightning,2449183.5,196.0,1630.0,1.5,B,66.6994,-157.1694,1,BLM,AK,,,,7
210622,210623,332462,1993,1993-07-01,182,1818.0,1,Lightning,2449173.5,186.0,1355.0,60.0,C,66.5995,-151.3027,4,FWS,AK,,,,7
210623,210624,EAANW 36,1993,1993-07-01,182,1845.0,1,Lightning,2449240.5,253.0,1400.0,479.0,E,65.3164,-141.9524,3,NPS,AK,,,,7
210624,210625,EAANW 34,1993,1993-07-01,182,1850.0,1,Lightning,2449170.5,183.0,1600.0,5.0,B,65.1664,-142.269,1,BLM,AK,,,,7
210625,210626,BTT SW 50,1993,1993-07-01,182,1904.0,1,Lightning,2449172.5,185.0,1300.0,0.1,A,66.2162,-152.586,4,FWS,AK,,,,7
210626,210627,CEM SE 40,1993,1993-07-01,182,1930.0,1,Lightning,2449180.5,193.0,1650.0,4.0,B,65.383,-143.1857,3,NPS,AK,,,,7
210627,210628,331467,1993,1993-07-01,182,1952.0,1,Lightning,2449170.5,183.0,200.0,0.1,A,65.0995,-149.8191,7,STATE,AK,,,,7
210628,210629,EAA NW 40,1993,1993-07-01,182,2004.0,1,Lightning,2449180.5,193.0,1740.0,0.3,B,65.2664,-142.2024,3,NPS,AK,,,,7
210629,210630,331469,1993,1993-07-01,182,2105.0,1,Lightning,2449170.5,183.0,1200.0,0.6,B,65.1162,-148.8858,7,STATE,AK,,,,7
210630,210631,332472,1993,1993-07-02,183,1329.0,1,Lightning,2449172.5,185.0,2300.0,12.0,C,65.2162,-149.5858,1,BLM,AK,,,,7
210631,210632,331555,1993,1993-07-02,183,1500.0,1,Lightning,2449170.5,183.0,1500.0,4.0,B,65.7997,-142.0191,1,BLM,AK,,,,7
210633,210634,FYUNE 35,1993,1993-07-03,184,1702.0,1,Lightning,2449172.5,185.0,1800.0,5.0,B,66.7664,-143.8693,4,FWS,AK,,,,7
210634,210635,331478,1993,1993-07-03,184,1705.0,1,Lightning,2449172.5,185.0,900.0,0.5,B,65.2662,-148.9691,7,STATE,AK,,,,7
210635,210636,DCKN 178,1993,1993-07-03,184,1752.0,1,Lightning,2449216.5,229.0,2000.0,16740.0,G,69.7828,-158.3699,1,BLM,AK,,,,7
210636,210637,EAA NW 50,1993,1993-07-03,184,1754.0,1,Lightning,2449225.5,238.0,1611.0,2250.0,F,65.4997,-141.7691,1,BLM,AK,,,,7
210637,210638,332483,1993,1993-07-03,184,1940.0,1,Lightning,2449174.5,187.0,2300.0,6.0,B,65.2661,-152.4525,1,BLM,AK,,,,7
210638,210639,CEMN 24,1993,1993-07-05,186,1319.0,1,Lightning,2449173.5,186.0,2000.0,0.3,B,65.783,-143.9358,1,BLM,AK,,,,7
210639,210640,CEME 40,1993,1993-07-06,187,1528.0,1,Lightning,2449174.5,187.0,1528.0,1.0,B,65.583,-143.1858,1,BLM,AK,,,,7
210644,210645,304528,1993,1993-07-12,193,1208.0,1,Lightning,2449182.5,195.0,1500.0,27.0,C,61.266,-155.569,2,BIA,AK,,,,7
210646,210647,304536,1993,1993-07-12,193,1928.0,1,Lightning,2449222.5,235.0,1213.0,28010.0,G,61.766,-155.9357,1,BLM,AK,,,,7
210647,210648,302546,1993,1993-07-13,194,1503.0,1,Lightning,2449187.5,200.0,1958.0,5.0,B,61.7662,-144.8021,1,BLM,AK,,,,7
210649,210650,332554,1993,1993-07-14,195,855.0,1,Lightning,2449238.5,251.0,1400.0,10723.0,G,66.583,-146.2026,4,FWS,AK,,,,7
210651,210652,332557,1993,1993-07-14,195,1748.0,1,Lightning,2449240.5,253.0,1400.0,215360.0,G,65.8997,-143.6358,1,BLM,AK,,,,7
210652,210653,BTTN 152,1993,1993-07-14,195,2006.0,1,Lightning,2449185.5,198.0,1000.0,160.0,D,69.433,-151.853,1,BLM,AK,,,,7
210654,210655,331563,1993,1993-07-15,196,1112.0,1,Lightning,2449238.5,251.0,1400.0,77.0,C,66.1663,-144.1025,7,STATE,AK,,,,7
210655,210656,331568,1993,1993-07-15,196,1855.0,1,Lightning,2449224.5,237.0,1015.0,1290.0,F,65.3163,-145.9025,7,STATE,AK,,,,7
210656,210657,FYUN 60,1993,1993-07-15,196,2243.0,1,Lightning,2449238.5,251.0,1400.0,20942.0,G,67.4497,-144.0694,4,FWS,AK,,,,7
210657,210658,TAL S 27,1993,1993-07-16,197,840.0,1,Lightning,2449217.5,230.0,1540.0,7870.0,G,64.7328,-152.3191,1,BLM,AK,,,,7
210658,210659,FYU SE 46,1993,1993-07-16,197,1053.0,1,Lightning,2449188.5,201.0,1800.0,30.0,C,66.383,-143.4192,4,FWS,AK,,,,7
210659,210660,331573,1993,1993-07-16,197,1444.0,1,Lightning,2449238.5,251.0,1400.0,5810.0,G,67.1663,-147.8194,7,STATE,AK,,,,7
210661,210662,331582,1993,1993-07-16,197,1805.0,1,Lightning,2449233.5,246.0,1150.0,7200.0,G,64.7662,-151.2691,7,STATE,AK,,,,7
210662,210663,331585,1993,1993-07-16,197,1853.0,1,Lightning,2449238.5,251.0,1400.0,5530.0,G,64.1997,-141.0856,7,STATE,AK,,,,7
210663,210664,CEMW62,1993,1993-07-17,198,950.0,1,Lightning,2449239.5,252.0,1755.0,4470.0,F,65.8329,-147.4025,1,BLM,AK,,,,7
210665,210666,304596,1993,1993-07-17,198,1451.0,1,Lightning,2449193.5,206.0,930.0,0.5,B,60.4827,-154.3356,3,NPS,AK,,,,7
210666,210667,FYUSE 35,1993,1993-07-17,198,1536.0,1,Lightning,2449238.5,251.0,1400.0,3344.0,F,66.0663,-145.5859,4,FWS,AK,,,,7
210667,210668,EAANW 21,1993,1993-07-17,198,1545.0,1,Lightning,2449225.5,238.0,1500.0,80.0,C,65.083,-141.719,3,NPS,AK,,,,7
210670,210671,301605,1993,1993-07-17,198,1912.0,1,Lightning,2449186.5,199.0,2200.0,0.5,B,62.8495,-149.4023,1,BLM,AK,,,,7
210671,210672,302604,1993,1993-07-17,198,2005.0,1,Lightning,2449203.5,216.0,1320.0,1.4,B,61.9162,-145.1355,1,BLM,AK,,,,7
210672,210673,331603,1993,1993-07-17,198,2015.0,1,Lightning,2449224.5,237.0,1235.0,949.0,E,67.6996,-146.9861,7,STATE,AK,,,,7
210673,210674,CEMWNW11,1993,1993-07-18,199,1155.0,1,Lightning,2449188.5,201.0,1800.0,4.0,B,65.9662,-149.3859,4,FWS,AK,,,,7
210674,210675,331668,1993,1993-07-18,199,1511.0,1,Lightning,2449186.5,199.0,1511.0,1.0,B,67.1329,-147.986,7,STATE,AK,,,,7
210675,210676,313615,1993,1993-07-18,199,1522.0,1,Lightning,2449188.5,201.0,1200.0,0.5,B,63.2663,-142.4022,1,BLM,AK,,,,7
210676,210677,302616,1993,1993-07-18,199,1530.0,1,Lightning,2449187.5,200.0,1200.0,0.1,A,61.8829,-145.2688,1,BLM,AK,,,,7
210678,210679,TAL SW 62,1993,1993-07-18,199,1556.0,1,Lightning,2449193.5,206.0,1320.0,160.0,D,64.4661,-153.5358,4,FWS,AK,,,,7
210679,210680,331618,1993,1993-07-18,199,1618.0,1,Lightning,2449188.5,201.0,2000.0,2.0,B,64.7664,-141.1356,7,STATE,AK,,,,7
210680,210681,302620,1993,1993-07-18,199,1628.0,1,Lightning,2449223.5,236.0,1800.0,170.0,D,61.8995,-144.8021,3,NPS,AK,,,,7
210681,210682,331621,1993,1993-07-18,199,1707.0,1,Lightning,2449191.5,204.0,1700.0,3.5,B,67.0495,-153.7194,7,STATE,AK,,,,7
210683,210684,304624,1993,1993-07-18,199,1948.0,1,Lightning,2449187.5,200.0,400.0,2.5,B,62.0826,-159.4024,1,BLM,AK,,,,7
210684,210685,304627,1993,1993-07-18,199,2036.0,1,Lightning,2449199.5,212.0,1800.0,238.0,D,62.2326,-159.019,1,BLM,AK,,,,7
210685,210686,332629,1993,1993-07-18,199,2052.0,1,Lightning,2449194.5,207.0,1100.0,40.0,C,62.8327,-157.8024,4,FWS,AK,,,,7
210686,210687,304632,1993,1993-07-19,200,824.0,1,Lightning,2449204.5,217.0,1800.0,11550.0,G,61.4326,-159.919,4,FWS,AK,,,,7
210688,210689,304635,1993,1993-07-19,200,1529.0,1,Lightning,2449189.5,202.0,2200.0,1.0,B,62.8661,-152.8356,1,BLM,AK,,,,7
210689,210690,TAL S 25,1993,1993-07-19,200,1604.0,1,Lightning,2449190.5,203.0,1703.0,15.0,C,64.7661,-152.4191,1,BLM,AK,,,,7
210690,210691,331639,1993,1993-07-19,200,1632.0,1,Lightning,2449218.5,231.0,1740.0,3410.0,F,64.2494,-157.6358,7,STATE,AK,,,,7
210691,210692,313641,1993,1993-07-19,200,1739.0,1,Lightning,2449240.5,253.0,800.0,4100.0,F,62.7163,-142.2022,4,FWS,AK,,,,7
210692,210693,FYU E 100,1993,1993-07-20,201,1220.0,1,Lightning,2449188.5,201.0,1220.0,160.0,D,66.5164,-141.1026,1,BLM,AK,,,,7
210693,210694,FYU E 95,1993,1993-07-20,201,1520.0,1,Lightning,2449188.5,201.0,1520.0,1.0,B,66.4497,-141.3859,1,BLM,AK,,,,7
210694,210695,331653,1993,1993-07-20,201,1522.0,1,Lightning,2449218.5,231.0,1940.0,4800.0,F,64.0994,-157.1358,7,STATE,AK,,,,7
210695,210696,TAL SW 63,1993,1993-07-20,201,1819.0,1,Lightning,2449206.5,219.0,1633.0,308.0,E,64.2494,-153.2524,1,BLM,AK,,,,7
210697,210698,332663,1993,1993-07-21,202,1049.0,1,Lightning,2449212.5,225.0,1625.0,3200.0,F,63.4828,-152.7356,3,NPS,AK,,,,7
210698,210699,331662,1993,1993-07-21,202,1211.0,1,Lightning,2449218.5,231.0,1949.0,3300.0,F,64.166,-156.8358,7,STATE,AK,,,,7
210699,210700,304666,1993,1993-07-21,202,1302.0,1,Lightning,2449199.5,212.0,1600.0,650.0,E,63.4661,-154.4857,1,BLM,AK,,,,7
210700,210701,332672,1993,1993-07-21,202,2115.0,1,Lightning,2449233.5,246.0,1150.0,525.0,E,63.5161,-151.569,3,NPS,AK,,,,7
210703,210704,331691,1993,1993-07-22,203,1705.0,1,Lightning,2449190.5,203.0,1705.0,113.0,D,67.5496,-147.9027,7,STATE,AK,,,,7
210704,210705,DCKN190,1993,1993-07-22,203,1730.0,1,Lightning,2449217.5,230.0,1900.0,82370.0,G,69.8495,-159.2199,1,BLM,AK,,,,7
210705,210706,UNKE29,1993,1993-07-22,203,1931.0,1,Lightning,2449218.5,231.0,1400.0,2370.0,F,63.816,-159.6858,1,BLM,AK,,,,7
210706,210707,GALSW59,1993,1993-07-22,203,2000.0,1,Lightning,2449218.5,231.0,1300.0,650.0,E,63.8993,-157.8191,4,FWS,AK,,,,7
210707,210708,GALSW28,1993,1993-07-22,203,2000.0,1,Lightning,2449218.5,231.0,1802.0,750.0,E,63.8993,-157.9524,4,FWS,AK,,,,7
210708,210709,CEMNE62,1993,1993-07-22,203,2005.0,1,Lightning,2449240.5,253.0,1400.0,5960.0,G,65.6997,-142.2691,1,BLM,AK,,,,7
210709,210710,331688,1993,1993-07-22,203,2008.0,1,Lightning,2449194.5,207.0,2230.0,1280.0,F,64.0827,-157.1858,7,STATE,AK,,,,7
210710,210711,UNKESE31,1993,1993-07-22,203,2056.0,1,Lightning,2449218.5,231.0,1830.0,1610.0,F,63.6826,-159.8191,1,BLM,AK,,,,7
210712,210713,GALSW77,1993,1993-07-24,205,1813.0,1,Lightning,2449209.5,222.0,1540.0,5.0,B,63.666,-158.2691,4,FWS,AK,,,,7
210713,210714,GALSW 70,1993,1993-07-24,205,1829.0,1,Lightning,2449209.5,222.0,1540.0,6.0,B,63.766,-158.1358,4,FWS,AK,,,,7
210714,210715,GALSW55,1993,1993-07-24,205,1944.0,1,Lightning,2449218.5,231.0,1928.0,200.0,D,63.866,-157.2524,4,FWS,AK,,,,7
210715,210716,331707,1993,1993-07-25,206,1255.0,1,Lightning,2449218.5,231.0,2100.0,20.0,C,66.6661,-155.9693,7,STATE,AK,,,,7
210716,210717,WLK N 6,1993,1993-07-25,206,1358.0,1,Lightning,2449194.5,207.0,900.0,3.0,B,66.666,-160.0361,1,BLM,AK,,,,7
210718,210719,FYUSW42,1993,1993-07-26,207,1242.0,1,Lightning,2449195.5,208.0,1900.0,2.0,B,66.2829,-146.9193,4,FWS,AK,,,,7
210719,210720,EAAE 28,1993,1993-07-26,207,1305.0,1,Lightning,2449194.5,207.0,1305.0,0.1,A,64.733,-142.319,1,BLM,AK,,,,7
210720,210721,332718,1993,1993-07-26,207,1510.0,1,Lightning,2449197.5,210.0,2200.0,15.0,C,64.6827,-155.3525,7,STATE,AK,,,,7
210723,210724,331724,1993,1993-07-27,208,1107.0,1,Lightning,2449206.5,219.0,1458.0,220.0,D,63.9995,-150.8857,7,STATE,AK,,,,7
210725,210726,313735,1993,1993-07-28,209,1632.0,1,Lightning,2449197.5,210.0,1800.0,0.8,B,62.933,-142.5355,1,BLM,AK,,,,7
210728,210729,FYU ENE 70,1993,1993-07-29,210,2033.0,1,Lightning,2449217.5,230.0,1512.0,14.0,C,66.8497,-142.4526,4,FWS,AK,,,,7
210729,210730,CEM E32,1993,1993-07-30,211,1500.0,1,Lightning,2449240.5,253.0,1400.0,90.0,C,65.383,-143.5191,3,NPS,AK,,,,7
210732,210733,CEMSE20,1993,1993-08-02,214,1300.0,1,Lightning,2449218.5,231.0,1202.0,18.0,C,65.2163,-144.9191,1,BLM,AK,,,,8
210734,210735,FUYNW57,1993,1993-08-04,216,2052.0,1,Lightning,2449238.5,251.0,1400.0,212.0,D,67.0996,-147.286,1,BLM,AK,,,,8
210740,210741,MHM S 31,1993,1993-08-15,227,1630.0,1,Lightning,2449217.5,230.0,1650.0,835.0,E,63.3828,-152.2856,3,NPS,AK,,,,8
210743,210744,331814,1993,1993-08-19,231,1429.0,1,Lightning,2449219.5,232.0,1200.0,1.0,B,65.2495,-149.6525,7,STATE,AK,,,,8
210746,210747,302823,1993,1993-08-25,237,1600.0,1,Lightning,2449238.5,251.0,1300.0,0.1,A,61.3162,-143.3687,3,NPS,AK,,,,8
210758,210759,RSH NNE 10,1994,1994-05-27,147,1605.0,1,Lightning,2449499.5,147.0,2359.0,3.0,B,61.9159,-161.3024,9,TRIBAL,AK,,,,5
210759,210760,401139,1994,1994-05-27,147,1740.0,1,Lightning,2449499.5,147.0,1830.0,0.5,B,61.6659,-160.869,4,FWS,AK,,,,5
210764,210765,FYU SE 54,1994,1994-06-02,153,1710.0,1,Lightning,2449505.5,153.0,2200.0,0.3,B,65.833,-144.1525,9,TRIBAL,AK,,,,6
210765,210766,TAL S 25,1994,1994-06-06,157,1524.0,1,Lightning,2449512.5,160.0,1706.0,0.2,A,64.7828,-152.5025,1,BLM,AK,,,,6
210767,210768,TAL S 27,1994,1994-06-06,157,1650.0,1,Lightning,2449548.5,196.0,1720.0,6520.0,G,64.7328,-152.5691,1,BLM,AK,,,,6
210769,210770,432194,1994,1994-06-07,158,1446.0,1,Lightning,2449515.5,163.0,1430.0,140.0,D,62.7827,-158.0524,4,FWS,AK,,,,6
210770,210771,BTT SE 38,1994,1994-06-07,158,1528.0,1,Lightning,2449514.5,162.0,1700.0,5.0,B,66.6329,-150.0527,1,BLM,AK,,,,6
210771,210772,DCK SSW 50,1994,1994-06-07,158,1610.0,1,Lightning,2449519.5,167.0,2150.0,180.0,D,66.1327,-157.336,1,BLM,AK,,,,6
210772,210773,DCK SW 56,1994,1994-06-07,158,1736.0,1,Lightning,2449517.5,165.0,1600.0,0.3,B,66.1994,-158.3527,4,FWS,AK,,,,6
210773,210774,DCK SW 57,1994,1994-06-07,158,1736.0,1,Lightning,2449517.5,165.0,1600.0,3.0,B,66.1994,-158.3693,4,FWS,AK,,,,6
210774,210775,GAL N 77,1994,1994-06-07,158,1804.0,1,Lightning,2449511.5,159.0,200.0,1.2,B,66.0494,-156.8193,4,FWS,AK,,,,6
210775,210776,BTT S 49,1994,1994-06-08,159,911.0,1,Lightning,2449548.5,196.0,1544.0,8240.2,G,66.0828,-151.536,4,FWS,AK,,,,6
210776,210777,KSM N 15,1994,1994-06-08,159,925.0,1,Lightning,2449512.5,160.0,200.0,400.0,E,62.4992,-162.8691,4,FWS,AK,,,,6
210777,210778,DCK SW 50,1994,1994-06-08,159,1214.0,1,Lightning,2449531.5,179.0,1800.0,12000.0,G,66.2161,-157.6193,4,FWS,AK,,,,6
210778,210779,GAL N 50,1994,1994-06-08,159,1245.0,1,Lightning,2449511.5,159.0,2000.0,0.2,A,65.5994,-156.8359,9,TRIBAL,AK,,,,6
210779,210780,BTT NE 26,1994,1994-06-08,159,1315.0,1,Lightning,2449554.5,202.0,1800.0,6219.0,G,67.1329,-150.5527,3,NPS,AK,,,,6
210780,210781,431208,1994,1994-06-08,159,1416.0,1,Lightning,2449514.5,162.0,1648.0,20.0,C,67.2496,-149.7527,7,STATE,AK,,,,6
210781,210782,TAL WSW 7,1994,1994-06-08,159,1450.0,1,Lightning,2449513.5,161.0,1200.0,42.0,C,64.9161,-155.0358,1,BLM,AK,,,,6
