,STAT_CAUSE_DESCR
377987,Missing/Undefined
377988,Children
377989,Debris Burning
377990,Lightning
377991,Debris Burning
377992,Missing/Undefined
377993,Children
377994,Missing/Undefined
377995,Equipment Use
377996,Campfire
377997,Campfire
377998,Campfire
377999,Children
378000,Debris Burning
378001,Equipment Use
378002,Debris Burning
378003,Smoking
378004,Miscellaneous
378005,Debris Burning
378006,Debris Burning
378007,Lightning
378008,Lightning
378009,Miscellaneous
378010,Structure
378011,Debris Burning
378012,Lightning
378013,Lightning
378014,Lightning
378015,Lightning
378016,Equipment Use
378017,Lightning
378018,Lightning
378019,Lightning
378020,Lightning
378021,Debris Burning
378022,Structure
378023,Lightning
378024,Lightning
378025,Equipment Use
378026,Smoking
378027,Campfire
378028,Debris Burning
378029,Debris Burning
378030,Debris Burning
378031,Smoking
378032,Debris Burning
378033,Structure
378034,Campfire
378035,Debris Burning
378036,Structure
378037,Missing/Undefined
378038,Debris Burning
378039,Missing/Undefined
378040,Miscellaneous
378041,Debris Burning
378042,Powerline
378043,Debris Burning
378044,Debris Burning
378045,Debris Burning
378046,Equipment Use
378047,Equipment Use
378048,Debris Burning
378049,Missing/Undefined
378050,Missing/Undefined
378051,Lightning
378052,Campfire
378053,Debris Burning
378054,Campfire
378055,Campfire
378056,Missing/Undefined
378057,Smoking
378058,Missing/Undefined
378059,Missing/Undefined
378060,Missing/Undefined
378061,Powerline
378062,Campfire
378063,Campfire
378064,Structure
378065,Debris Burning
378066,Miscellaneous
378067,Debris Burning
378068,Missing/Undefined
378069,Miscellaneous
378070,Campfire
378071,Debris Burning
378072,Missing/Undefined
378073,Smoking
378074,Structure
378075,Campfire
378076,Structure
378077,Campfire
378078,Missing/Undefined
378079,Debris Burning
378080,Missing/Undefined
378081,Lightning
378082,Campfire
378083,Children
378084,Structure
378085,Lightning
378086,Powerline
378087,Debris Burning
378088,Debris Burning
378089,Miscellaneous
378090,Missing/Undefined
378091,Missing/Undefined
378092,Lightning
378093,Miscellaneous
378094,Debris Burning
378095,Campfire
378096,Missing/Undefined
378097,Children
378098,Campfire
378099,Missing/Undefined
378100,Campfire
378101,Missing/Undefined
378102,Missing/Undefined
378103,Missing/Undefined
378104,Debris Burning
378105,Debris Burning
378106,Lightning
378107,Campfire
378108,Equipment Use
378109,Debris Burning
378110,Debris Burning
378111,Debris Burning
378112,Debris Burning
378113,Debris Burning
378114,Powerline
378115,Miscellaneous
378116,Miscellaneous
378117,Debris Burning
378118,Debris Burning
378119,Fireworks
378120,Debris Burning
378121,Debris Burning
378122,Debris Burning
378123,Debris Burning
378124,Debris Burning
378125,Debris Burning
378126,Debris Burning
378127,Miscellaneous
378128,Debris Burning
378129,Miscellaneous
378130,Debris Burning
378131,Debris Burning
378132,Debris Burning
378133,Lightning
378134,Debris Burning
378135,Debris Burning
378136,Debris Burning
378137,Debris Burning
378138,Debris Burning
378139,Debris Burning
378140,Debris Burning
378141,Debris Burning
378142,Debris Burning
378143,Debris Burning
378144,Miscellaneous
378145,Debris Burning
378146,Smoking
378147,Equipment Use
378148,Debris Burning
378149,Debris Burning
378150,Debris Burning
378151,Debris Burning
378152,Debris Burning
378153,Debris Burning
378154,Debris Burning
378155,Debris Burning
378156,Debris Burning
378157,Miscellaneous
378158,Debris Burning
378159,Debris Burning
378160,Debris Burning
378161,Debris Burning
378162,Debris Burning
378163,Debris Burning
378164,Debris Burning
378165,Structure
378166,Debris Burning
378167,Powerline
378168,Structure
378169,Miscellaneous
378170,Debris Burning
378171,Debris Burning
378172,Debris Burning
378173,Miscellaneous
378174,Powerline
378175,Miscellaneous
378176,Campfire
378177,Lightning
378178,Debris Burning
378179,Missing/Undefined
378180,Miscellaneous
378181,Campfire
378182,Fireworks
378183,Debris Burning
378184,Debris Burning
378185,Debris Burning
378186,Structure
378187,Children
378188,Debris Burning
378189,Debris Burning
378190,Debris Burning
378191,Debris Burning
378192,Structure
378193,Debris Burning
378194,Debris Burning
378195,Debris Burning
378196,Debris Burning
378197,Debris Burning
378198,Debris Burning
378199,Debris Burning
378200,Equipment Use
378201,Debris Burning
378202,Children
378203,Arson
378204,Miscellaneous
378205,Children
378206,Miscellaneous
378207,Debris Burning
378208,Debris Burning
378209,Debris Burning
378210,Structure
378211,Structure
378212,Structure
378213,Fireworks
378214,Structure
378215,Children
378216,Fireworks
378217,Children
378218,Lightning
378219,Miscellaneous
378220,Debris Burning
378221,Structure
378222,Miscellaneous
378223,Powerline
378224,Equipment Use
378225,Equipment Use
378226,Lightning
378227,Miscellaneous
378228,Miscellaneous
378229,Smoking
378230,Miscellaneous
378231,Structure
378232,Miscellaneous
378233,Equipment Use
378234,Lightning
378235,Debris Burning
378236,Debris Burning
378237,Campfire
378238,Structure
378239,Debris Burning
378240,Structure
378241,Debris Burning
378242,Equipment Use
378243,Debris Burning
378244,Lightning
378245,Debris Burning
378246,Debris Burning
378247,Campfire
378248,Lightning
378249,Lightning
378250,Lightning
378251,Lightning
378252,Debris Burning
378253,Lightning
378254,Debris Burning
378255,Debris Burning
378256,Lightning
378257,Lightning
378258,Lightning
378259,Lightning
378260,Lightning
378261,Lightning
378262,Equipment Use
378263,Lightning
378264,Lightning
378265,Lightning
378266,Lightning
378267,Debris Burning
378268,Powerline
378269,Lightning
378270,Debris Burning
378271,Structure
378272,Equipment Use
378273,Children
378274,Arson
378275,Debris Burning
378276,Missing/Undefined
378277,Debris Burning
378278,Missing/Undefined
378279,Debris Burning
378280,Equipment Use
378281,Missing/Undefined
378282,Powerline
378283,Debris Burning
378284,Campfire
378285,Powerline
378286,Powerline
378287,Debris Burning
378288,Debris Burning
378289,Debris Burning
378290,Miscellaneous
378291,Debris Burning
378292,Missing/Undefined
378293,Debris Burning
378294,Powerline
378295,Debris Burning
378296,Debris Burning
378297,Campfire
378298,Debris Burning
378299,Miscellaneous
378300,Debris Burning
378301,Miscellaneous
378302,Campfire
378303,Campfire
378304,Debris Burning
378305,Equipment Use
378306,Debris Burning
378307,Powerline
378308,Debris Burning
378309,Powerline
378310,Campfire
378311,Debris Burning
378312,Debris Burning
378313,Structure
378314,Campfire
378315,Debris Burning
378316,Missing/Undefined
378317,Missing/Undefined
378318,Structure
378319,Debris Burning
378320,Missing/Undefined
378321,Arson
378322,Missing/Undefined
378323,Missing/Undefined
378324,Debris Burning
378325,Equipment Use
378326,Debris Burning
378327,Debris Burning
378328,Debris Burning
378329,Missing/Undefined
378330,Debris Burning
378331,Powerline
378332,Debris Burning
378333,Debris Burning
378334,Powerline
378335,Children
378336,Powerline
378337,Debris Burning
378338,Debris Burning
378339,Debris Burning
378340,Debris Burning
378341,Children
378342,Lightning
378343,Lightning
378344,Lightning
378345,Lightning
378346,Debris Burning
378347,Miscellaneous
378348,Debris Burning
378349,Lightning
378350,Debris Burning
378351,Lightning
378352,Lightning
378353,Lightning
378354,Campfire
378355,Lightning
378356,Lightning
378357,Lightning
378358,Lightning
378359,Debris Burning
378360,Powerline
378361,Debris Burning
378362,Debris Burning
378363,Powerline
378364,Lightning
378365,Debris Burning
378366,Miscellaneous
378367,Lightning
378368,Lightning
378369,Campfire
378370,Miscellaneous
378371,Debris Burning
378372,Lightning
378373,Miscellaneous
378374,Debris Burning
378375,Debris Burning
378376,Lightning
378377,Miscellaneous
378378,Arson
378379,Lightning
378380,Debris Burning
378381,Structure
378382,Debris Burning
378383,Debris Burning
378384,Miscellaneous
378385,Miscellaneous
378386,Campfire
378387,Arson
378388,Campfire
378389,Arson
378390,Lightning
378391,Lightning
378392,Lightning
378393,Lightning
378394,Lightning
378395,Lightning
378396,Lightning
378397,Lightning
378398,Lightning
378399,Lightning
378400,Debris Burning
378401,Arson
378402,Miscellaneous
378403,Lightning
378404,Debris Burning
378405,Equipment Use
378406,Campfire
378407,Lightning
378408,Lightning
378409,Debris Burning
378410,Miscellaneous
378411,Debris Burning
378412,Arson
378413,Debris Burning
378414,Debris Burning
378415,Lightning
378416,Campfire
378417,Lightning
378418,Equipment Use
378419,Campfire
378420,Structure
378421,Miscellaneous
378422,Debris Burning
378423,Arson
378424,Equipment Use
378425,Campfire
378426,Debris Burning
378427,Debris Burning
378428,Debris Burning
378429,Debris Burning
378430,Campfire
378431,Railroad
378432,Debris Burning
378433,Debris Burning
378434,Miscellaneous
378435,Debris Burning
378436,Debris Burning
378437,Debris Burning
378438,Miscellaneous
378439,Debris Burning
378440,Debris Burning
378441,Debris Burning
378442,Debris Burning
378443,Equipment Use
378444,Debris Burning
378445,Arson
378446,Debris Burning
378447,Children
378448,Children
378449,Structure
378450,Missing/Undefined
378451,Debris Burning
378452,Debris Burning
378453,Debris Burning
378454,Debris Burning
378455,Missing/Undefined
378456,Children
378457,Debris Burning
378458,Missing/Undefined
378459,Debris Burning
378460,Powerline
378461,Debris Burning
378462,Campfire
378463,Debris Burning
378464,Debris Burning
378465,Railroad
378466,Missing/Undefined
378467,Lightning
378468,Equipment Use
378469,Missing/Undefined
378470,Missing/Undefined
378471,Debris Burning
378472,Equipment Use
378473,Debris Burning
378474,Debris Burning
378475,Equipment Use
378476,Structure
378477,Debris Burning
378478,Miscellaneous
378479,Missing/Undefined
378480,Debris Burning
378481,Miscellaneous
378482,Debris Burning
378483,Structure
378484,Debris Burning
378485,Structure
378486,Campfire
378487,Debris Burning
378488,Debris Burning
378489,Powerline
378490,Debris Burning
378491,Missing/Undefined
378492,Campfire
378493,Arson
378494,Powerline
378495,Debris Burning
378496,Debris Burning
378497,Fireworks
378498,Arson
378499,Children
378500,Debris Burning
378501,Campfire
378502,Debris Burning
378503,Missing/Undefined
378504,Arson
378505,Debris Burning
378506,Smoking
378507,Debris Burning
378508,Debris Burning
378509,Lightning
378510,Debris Burning
378511,Miscellaneous
378512,Structure
378513,Debris Burning
378514,Structure
378515,Lightning
378516,Lightning
378517,Lightning
378518,Lightning
378519,Debris Burning
378520,Campfire
378521,Lightning
378522,Debris Burning
378523,Lightning
378524,Lightning
378525,Lightning
378526,Lightning
378527,Lightning
378528,Lightning
378529,Lightning
378530,Campfire
378531,Arson
378532,Fireworks
378533,Debris Burning
378534,Debris Burning
378535,Lightning
378536,Lightning
378537,Campfire
378538,Powerline
378539,Campfire
378540,Missing/Undefined
378541,Missing/Undefined
378542,Debris Burning
378543,Children
378544,Lightning
378545,Debris Burning
378546,Powerline
378547,Debris Burning
378548,Debris Burning
378549,Miscellaneous
378550,Lightning
378551,Smoking
378552,Debris Burning
378553,Lightning
378554,Campfire
378555,Structure
378556,Debris Burning
378557,Campfire
378558,Equipment Use
378559,Campfire
378560,Powerline
378561,Powerline
378562,Powerline
378563,Debris Burning
378564,Structure
378565,Debris Burning
378566,Debris Burning
378567,Children
378568,Children
378569,Children
378570,Debris Burning
378571,Debris Burning
378572,Debris Burning
378573,Debris Burning
378574,Debris Burning
378575,Structure
378576,Debris Burning
378577,Debris Burning
378578,Missing/Undefined
378579,Debris Burning
378580,Debris Burning
378581,Smoking
378582,Debris Burning
378583,Missing/Undefined
378584,Debris Burning
378585,Miscellaneous
378586,Missing/Undefined
378587,Missing/Undefined
378588,Missing/Undefined
378589,Campfire
378590,Smoking
378591,Campfire
378592,Missing/Undefined
378593,Debris Burning
378594,Campfire
378595,Campfire
378596,Debris Burning
378597,Structure
378598,Debris Burning
378599,Structure
378600,Miscellaneous
378601,Debris Burning
378602,Campfire
378603,Debris Burning
378604,Debris Burning
378605,Debris Burning
378606,Missing/Undefined
378607,Miscellaneous
378608,Powerline
378609,Powerline
378610,Missing/Undefined
378611,Missing/Undefined
378612,Debris Burning
378613,Lightning
378614,Debris Burning
378615,Miscellaneous
378616,Children
378617,Debris Burning
378618,Equipment Use
378619,Missing/Undefined
378620,Campfire
378621,Campfire
378622,Missing/Undefined
378623,Debris Burning
378624,Debris Burning
378625,Railroad
378626,Campfire
378627,Children
378628,Missing/Undefined
378629,Arson
378630,Fireworks
378631,Structure
378632,Missing/Undefined
378633,Structure
378634,Debris Burning
378635,Children
378636,Children
378637,Powerline
378638,Structure
378639,Miscellaneous
378640,Debris Burning
378641,Campfire
378642,Structure
378643,Debris Burning
378644,Debris Burning
378645,Missing/Undefined
378646,Structure
378647,Equipment Use
378648,Campfire
378649,Structure
378650,Arson
378651,Debris Burning
378652,Structure
378653,Debris Burning
378654,Missing/Undefined
378655,Structure
378656,Structure
378657,Debris Burning
378658,Campfire
378659,Debris Burning
378660,Campfire
378661,Miscellaneous
